Equipo,Atk_Home,Def_Home,Atk_Away,Def_Away
Alaves,0.7461300309597523,0.7683315621679064,0.525700542535936,0.8758917754744918
Almeria,0.7136895948310674,1.4557861177918228,0.8492085687118966,1.2651770090187107
Arsenal,1.5571409341768743,0.6470160523519212,1.7388556406957882,0.4217256696729035
Aston Villa,1.5571409341768743,1.1322780916158621,1.1322780916158621,1.0705343922466013
Atalanta,1.3624983174047651,0.6470160523519212,1.2131550981598522,0.843451339345807
Ath Bilbao,1.3624983174047651,0.7278930588959114,0.7683315621679064,0.6163682864450127
Ath Madrid,1.3624983174047651,0.8896470719838917,1.1322780916158621,0.6812491587023826
Augsburg,0.9426809086806077,1.1750953303744451,1.0847033818841032,1.2327365728900255
Barcelona,1.3949387535334499,0.8492085687118966,1.4557861177918228,0.7461300309597523
Bayern Munich,1.9216187753873928,0.5423516909420516,1.8530349440520095,1.1964796148638484
Betis,0.8758917754744918,0.7683315621679064,0.8492085687118966,0.843451339345807
Bochum,0.9426809086806077,1.310683253109958,0.7231355879227355,1.631563111177975
Bologna,1.0705343922466013,0.4852620392639409,0.8492085687118966,0.6488087225736976
Bournemouth,0.8758917754744918,1.1322780916158621,1.091839588343867,1.2651770090187107
Brentford,0.9407726477318616,1.3749091112478327,1.091839588343867,1.0056535199892314
Brighton,0.9732130838605465,1.091839588343867,1.010962581799877,1.1354152645039708
Burnley,0.6163682864450127,1.7388556406957882,0.8896470719838917,1.1354152645039708
Cadiz,0.519046978058958,0.7683315621679064,0.40438503271995074,1.1678557006326558
Cagliari,0.9083322116031767,1.2940321047038423,0.5661390458079311,1.1678557006326558
Celta,0.6812491587023826,0.9300855752558868,1.010962581799877,1.102974828375286
Chelsea,1.4273791896621348,1.051401085071872,1.3344706079758375,1.2002961367613407
Crystal Palace,1.2002961367613407,1.051401085071872,0.8087700654399015,1.038093956117916
Darmstadt,0.5438543703926583,1.9886228667875228,0.6779396136775645,1.5227922370994433
Dortmund,1.341507446968557,0.9943114333937614,1.4010752016003,0.7613961185497217
Ein Frankfurt,1.0514517827591394,0.9491154591485904,0.9943114333937614,1.0514517827591394
Empoli,0.48660654193027325,0.9300855752558868,0.5661390458079311,1.0056535199892314
Everton,0.7136895948310674,0.7278930588959114,0.7278930588959114,1.0705343922466013
FC Koln,0.5438543703926583,1.265487278864787,0.5875476651872226,1.160222656837671
Fiorentina,1.2002961367613407,0.8896470719838917,0.9705240785278818,0.7785704670884371
Freiburg,1.015194824732962,1.355879227355129,0.7683315621679064,1.015194824732962
Frosinone,0.9083322116031767,1.2940321047038423,0.6470160523519212,1.2002961367613407
Fulham,1.0056535199892314,0.9705240785278818,0.9705240785278818,1.2002961367613407
Genoa,0.8758917754744918,0.8896470719838917,0.7278930588959114,0.7461300309597523
Getafe,0.6488087225736976,0.8896470719838917,0.8896470719838917,1.038093956117916
Girona,1.7193431148202987,0.8087700654399015,1.2940321047038423,0.843451339345807
Granada,0.7785704670884371,1.2940321047038423,0.5661390458079311,1.5247004980481895
Heidenheim,1.0877087407853165,1.1750953303744451,0.9039194849034194,1.0514517827591394
Hoffenheim,1.1239656988114939,1.4010752016003,1.5818590985809837,1.2689935309162026
Inter,1.4273791896621348,0.44482353599194585,1.8197326472397783,0.3568447974155337
Juventus,0.843451339345807,0.44482353599194585,1.1322780916158621,0.6488087225736976
Las Palmas,0.6488087225736976,0.8087700654399015,0.525700542535936,0.8758917754744918
Lazio,0.7461300309597523,0.5661390458079311,1.051401085071872,0.8110109032171221
Lecce,0.551487414187643,1.091839588343867,0.6065775490799261,0.8758917754744918
Leverkusen,1.7040770272303294,0.4971557166968807,1.8982309182971808,0.47134045434030386
Liverpool,1.5895813703055592,0.6874545556239163,1.496224621063818,0.7785704670884371
Luton,0.9083322116031767,1.496224621063818,0.9705240785278818,1.5571409341768743
M'gladbach,0.978937866706785,1.1750953303744451,1.310683253109958,1.486535279073266
Mainz,0.8339100346020761,0.8135275364130774,0.7231355879227355,1.1964796148638484
Mallorca,0.551487414187643,0.6470160523519212,0.6470160523519212,0.9083322116031767
Man City,1.654462242562929,0.6470160523519212,1.8197326472397783,0.5839278503163279
Man United,1.0056535199892314,1.1322780916158621,1.051401085071872,0.9732130838605465
Milan,1.2327365728900255,0.6874545556239163,1.5366631243358129,1.038093956117916
Monza,0.7461300309597523,1.051401085071872,0.6470160523519212,0.8110109032171221
Napoli,0.7785704670884371,1.091839588343867,1.2535936014318474,0.6812491587023826
Newcastle,1.5895813703055592,0.8896470719838917,1.4557861177918228,1.2976174451473952
Nott'm Forest,0.8758917754744918,1.2131550981598522,0.8896470719838917,1.2002961367613407
Osasuna,0.6163682864450127,1.051401085071872,1.051401085071872,0.9732130838605465
RB Leipzig,1.4502783210470889,0.5423516909420516,1.6722510470713257,0.978937866706785
Real Madrid,1.5571409341768743,0.3639465294479557,1.577101627607808,0.551487414187643
Roma,1.2327365728900255,0.7683315621679064,1.091839588343867,0.8758917754744918
Salernitana,0.551487414187643,1.5366631243358129,0.6065775490799261,1.3949387535334499
Sassuolo,0.7461300309597523,1.3749091112478327,0.8087700654399015,1.3300578812760802
Sevilla,0.8758917754744918,1.091839588343867,0.8492085687118966,0.8758917754744918
Sheffield United,0.6163682864450127,2.3049946865037194,0.6470160523519212,1.5247004980481895
Sociedad,0.843451339345807,0.8087700654399015,1.010962581799877,0.6163682864450127
Stuttgart,1.8128479013088612,0.6779396136775645,1.265487278864787,0.8701669926282534
Torino,0.5839278503163279,0.3639465294479557,0.7278930588959114,0.8758917754744918
Tottenham,1.2327365728900255,1.091839588343867,1.4557861177918228,1.102974828375286
Udinese,0.6812491587023826,1.1727165948878573,0.6470160523519212,0.7785704670884371
Union Berlin,0.7976530765758989,1.355879227355129,0.4971557166968807,1.015194824732962
Valencia,0.6488087225736976,0.5661390458079311,0.8087700654399015,1.0056535199892314
Vallecano,0.5839278503163279,1.051401085071872,0.44482353599194585,0.7136895948310674
Verona,0.7461300309597523,1.051401085071872,0.6065775490799261,0.8110109032171221
Villarreal,1.1678557006326558,1.2940321047038423,1.1727165948878573,1.0705343922466013
Werder Bremen,1.0514517827591394,1.1750953303744451,0.8587235106582484,1.015194824732962
West Ham,1.0056535199892314,1.1322780916158621,1.1727165948878573,1.4922600619195046
Wolfsburg,0.9064239506544306,1.1298993561292743,0.7231355879227355,1.1239656988114939
Wolves,0.843451339345807,1.2131550981598522,0.9705240785278818,1.1354152645039708
